date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:48	67/67	U--MCZ	200	updated ('OK')	text/plain	date:Tue,%2025%20Jul%202017%2014:05:48%20GMT	https://sites.google.com/robots.txt		(from )
10:05:48	24825/24825	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/	C:/temp/sites/Spy%20Lit/web/index.html	(from )
10:05:49	5430/5430	U-----	200	untouched ('')	image/x-icon	date:Thu,%2008%20Dec%202016%2001:00:57%20GMT	http://www.google.com/images/icons/product/sites-16.ico	C:/temp/sites/Spy%20Lit/web/images/sites-16.ico	(from https://sites.google.com/site/abyouthliturature/)
10:05:49	3147/3147	U-----	200	untouched ('')	image/png	date:Thu,%2013%20Jul%202017%2018:35:50%20GMT	https://ssl.gstatic.com/sites/p/643403/system/app/images/apple-touch-icon.png	C:/temp/sites/Spy%20Lit/web/images/apple-touch-icon.png	(from https://sites.google.com/site/abyouthliturature/)
10:05:49	43/43	U-----	200	untouched ('')	image/gif	date:Thu,%2013%20Jul%202017%2018:35:50%20GMT	https://ssl.gstatic.com/sites/p/643403/system/app/images/cleardot.gif	C:/temp/sites/Spy%20Lit/web/images/cleardot.gif	(from https://sites.google.com/site/abyouthliturature/)
10:05:49	533/533	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2025%20Jul%202017%2014:05:49%20GMT	https://sites.google.com/site/abyouthliturature/home/spy.png?attredirects=0	C:/temp/sites/Spy%20Lit/web/images/spy.1c6fb5.delayed	(from https://sites.google.com/site/abyouthliturature/)
10:05:49	42406/42406	U-----	200	untouched ('OK')	text/css	date:Thu,%2013%20Jul%202017%2018:35:50%20GMT	https://ssl.gstatic.com/sites/p/643403/system/app/css/codemirror_css.css	C:/temp/sites/Spy%20Lit/web/images/codemirror_css.css	(from https://sites.google.com/site/abyouthliturature/)
10:05:49	1162180/1162180	U-----	200	untouched ('')	text/javascript	date:Thu,%2013%20Jul%202017%2018:35:50%20GMT	https://ssl.gstatic.com/sites/p/643403/system/js/trog_edit__en.js	C:/temp/sites/Spy%20Lit/web/images/trog_edit__en.js	(from https://sites.google.com/site/abyouthliturature/)
10:05:49	8590/8590	U-----	200	untouched ('OK')	text/css	date:Thu,%2013%20Jul%202017%2018:35:50%20GMT	https://ssl.gstatic.com/sites/p/643403/system/app/css/trogedit.css	C:/temp/sites/Spy%20Lit/web/images/trogedit.css	(from https://sites.google.com/site/abyouthliturature/)
10:05:49	10006/10006	U--MC-	200	updated ('OK')	text/css	date:Tue,%2025%20Jul%202017%2014:05:50%20GMT	https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css	C:/temp/sites/Spy%20Lit/web/images/editor.css	(from https://sites.google.com/site/abyouthliturature/)
10:05:50	192993/192993	U-----	200	untouched ('OK')	text/css	date:Thu,%2013%20Jul%202017%2018:35:50%20GMT	https://ssl.gstatic.com/sites/p/643403/system/app/themes/terrarock/standard-css-terrarock-ltr-ltr.css	C:/temp/sites/Spy%20Lit/web/images/standard-css-terrarock-ltr-ltr.css	(from https://sites.google.com/site/abyouthliturature/)
10:05:50	1032/1032	U-----	200	untouched ('OK')	text/css	date:Thu,%2013%20Jul%202017%2018:35:50%20GMT	https://ssl.gstatic.com/sites/p/643403/system/app/css/codeeditor.css	C:/temp/sites/Spy%20Lit/web/images/codeeditor.css	(from https://sites.google.com/site/abyouthliturature/)
10:05:50	1992/1992	U--MC-	200	updated ('OK')	text/css	date:Tue,%2025%20Jul%202017%2014:05:50%20GMT	https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/overlay.css?cb=terrarock5a150goog-ws-nav-nosidenone30themedefaultcenter	C:/temp/sites/Spy%20Lit/web/images/overlay892c.css	(from https://sites.google.com/site/abyouthliturature/)
10:05:50	4516/4516	---M--	200	added ('OK')	image/png	etag:%221500939174814%22	https://f1fb339a-a-62cb3a1a-s-sites.googlegroups.com/site/abyouthliturature/home/spy.png?attachauth=ANoY7cpGpxhxTbutU8cWpE0lmhVOcIqYhjrlpHMJWd1jWYykbMH4TEk4GihcMxeN9uMUbKVUgPEKVgEX1-gYOoLkqzYCOcprVF6jOaTEiDpfHCwLGtOGg-yuxmO9REhY4hcGIQTY2q865JiSBDNzcezoXlTH01DT2js-D5JTzwrv1B85_Fw-se7IBc8US3T1XDrkH8Sn5btmKXozfncSOg44jx6TLB684Q%3D%3D&attredirects=0	C:/temp/sites/Spy%20Lit/web/images/spy0360.png	(from https://sites.google.com/site/abyouthliturature/)
10:05:50	2225/2225	U--MC-	200	updated ('OK')	text/css	date:Tue,%2025%20Jul%202017%2014:05:51%20GMT	https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/camelot/allthemes-view.css	C:/temp/sites/Spy%20Lit/web/images/allthemes-view.css	(from https://sites.google.com/site/abyouthliturature/)
10:05:50	24825/24825	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/home	C:/temp/sites/Spy%20Lit/web/home.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:51	26807/26807	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/intelligence-sources-references	C:/temp/sites/Spy%20Lit/web/intelligence-sources-references.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:51	534/534	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2025%20Jul%202017%2014:05:51%20GMT	https://sites.google.com/site/abyouthliturature/home/shhh.jpg?attredirects=0	C:/temp/sites/Spy%20Lit/web/images/shhh.1f6fb5.delayed	(from https://sites.google.com/site/abyouthliturature/)
10:05:51	24854/24854	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/harry-potter	C:/temp/sites/Spy%20Lit/web/harry-potter.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:51	25292/25292	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/bodyguard	C:/temp/sites/Spy%20Lit/web/bodyguard.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:51	25069/25069	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/michael-vey	C:/temp/sites/Spy%20Lit/web/michael-vey.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:53	26091/26091	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/allen-zadoff-unknown-asassins-series	C:/temp/sites/Spy%20Lit/web/allen-zadoff-unknown-asassins-series.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:53	24769/24769	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/legend	C:/temp/sites/Spy%20Lit/web/legend.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:53	26211/26211	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/george-washington-spymaster-how-the-americans-outspied-the-british-and-won-the-revolutionary-war	C:/temp/sites/Spy%20Lit/web/george-washington-spymaster-how-the-americans-outspied-the-british-and-won-the-revolutionary-war.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:53	90775/90775	---M--	200	added ('OK')	image/jpeg	etag:%221500939076098%22	https://f1fb339a-a-62cb3a1a-s-sites.googlegroups.com/site/abyouthliturature/home/shhh.jpg?attachauth=ANoY7cqeJsbOIM_Ko0LLxGteWmIkUz4NnQL21j9Uk9UtXTY9iAu-ggpyB6IgFay2mnOWII0kYc4JUbd4VFCMF8sNXe0ITIthYOMgD7vrKrp-uMR-VgPdIMhkykrVhEyA2iQjGAY78eNacxUoNSrQov4NqZC0xcnEHrz8nZDRcCyyTYLYTasMHEpUcSggEePXCOi4wRs1AgA2BeRvxHM6RMn2jPzCulgINg%3D%3D&attredirects=0	C:/temp/sites/Spy%20Lit/web/images/shhh9c80.jpg	(from https://sites.google.com/site/abyouthliturature/)
10:05:54	145/145	---MCZ	400	error ('Bad%20Request')	text/html	date:Tue,%2025%20Jul%202017%2014:05:54%20GMT	https://sites.google.com/site/abyouthliturature/_/tz	C:/temp/sites/Spy%20Lit/web/images/tz.24.delayed	(from https://sites.google.com/site/abyouthliturature/)
10:05:54	25694/25694	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/harry-potter-and-the-art-of-spying	C:/temp/sites/Spy%20Lit/web/harry-potter-and-the-art-of-spying.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:54	26580/26580	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/harriet-tubman-secret-agent-how-daring-slaves-and-free-blacks-spied-for-the-union-during-the-civil-war	C:/temp/sites/Spy%20Lit/web/harriet-tubman-secret-agent-how-daring-slaves-and-free-blacks-spied-for-the-union-during-the-civil-war.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:54	25112/25112	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/cipher	C:/temp/sites/Spy%20Lit/web/cipher.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:54	0/0	---M--	204	error ('No%20Content')	image/gif	date:Wed,%2021%20Jan%202004%2019:51:30%20GMT	https://gg.google.com/csi	C:/temp/sites/Spy%20Lit/web/images/csi.25.delayed	(from https://sites.google.com/site/abyouthliturature/)
10:05:56	25717/25717	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/going-over	C:/temp/sites/Spy%20Lit/web/going-over.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:56	24902/24902	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/liar-spy	C:/temp/sites/Spy%20Lit/web/liar-spy.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:56	25630/25630	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/the-regional-office-is-under-attack	C:/temp/sites/Spy%20Lit/web/the-regional-office-is-under-attack.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	25920/25920	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/star-wars-propaganda-a-history-of-persuasive-art-in-the-galaxy	C:/temp/sites/Spy%20Lit/web/star-wars-propaganda-a-history-of-persuasive-art-in-the-galaxy.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	25372/25372	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/the-year-of-the-hangman	C:/temp/sites/Spy%20Lit/web/the-year-of-the-hangman.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	3926/3926	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Jul%202017%2023:44:22%20GMT	https://sites.google.com/site/abyouthliturature/_/rsrc/1500939174830/home/spy.png	C:/temp/sites/Spy%20Lit/web/images/spy.png	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	26410/26410	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/system/app/pages/sitemap/hierarchy	C:/temp/sites/Spy%20Lit/web/hierarchy.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	425/425	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2025%20Jul%202017%2014:05:57%20GMT	https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/icon_plusone.28.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:57	207/207	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2025%20Jul%202017%2014:05:58%20GMT	http://sites.google.com/	C:/temp/sites/Spy%20Lit/web/index-2.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	8221/8221	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Jul%202017%2023:44:25%20GMT	https://sites.google.com/site/abyouthliturature/_/rsrc/1500939076105/home/shhh.jpg?height=320&width=320	C:/temp/sites/Spy%20Lit/web/images/shhhca9d.jpg	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	11099/11099	U--MCZ	200	updated ('OK')	text/html	etag:%221500988062459|#public|0|en|||0|-2045021146|161771067%22	https://sites.google.com/site/abyouthliturature/system/app/pages/reportAbuse	C:/temp/sites/Spy%20Lit/web/reportabuse.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:57	26331/26331	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2025%20Jul%202017%2013:07:42%20GMT	https://sites.google.com/site/abyouthliturature/home/hidden	C:/temp/sites/Spy%20Lit/web/hidden.html	(from https://sites.google.com/site/abyouthliturature/)
10:05:58	44/44	U-----	200	untouched ('')	image/gif	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	http://ssl.gstatic.com/editor/bubble2_tr.gif	C:/temp/sites/Spy%20Lit/web/images/bubble2_tr.gif	(from https://ssl.gstatic.com/sites/p/643403/system/app/css/trogedit.css)
10:05:58	472/472	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2025%20Jul%202017%2014:05:58%20GMT	https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/universallogin.29c521.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	13113/13113	U-----	200	untouched ('')	image/gif	date:Fri,%2021%20Jul%202017%2020:18:18%20GMT	https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/images/toolbar-check.gif	C:/temp/sites/Spy%20Lit/web/images/toolbar-check.gif	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/icon_plusone.2a.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/universallogin.2bc521.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/icon_plusone.2c.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/universallogin.2dc521.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/icon_plusone.2e.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/universallogin.2fc521.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/icon_plusone.30.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://www.google.com/a/UniversalLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/app/images/icon_plusone.png&followup=https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/universallogin.31c521.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
10:05:58	0/-1	---M--	302	error ('')			https://sites.google.com/site/sites/system/app/images/icon_plusone.png	C:/temp/sites/Spy%20Lit/web/images/icon_plusone.32.delayed	(from https://sites.google.com/site/abyouthliturature/_/rsrc/1499966776000/system/app/css/editor.css)
